
---------- Begin Simulation Statistics ----------
simSeconds                                   0.021395                       # Number of seconds simulated (Second)
simTicks                                  21395440000                       # Number of ticks simulated (Tick)
finalTick                                 21395440000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    137.79                       # Real time elapsed on the host (Second)
hostTickRate                                155279327                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8538104                       # Number of bytes of host memory used (Byte)
simInsts                                     19741461                       # Number of instructions simulated (Count)
simOps                                       36627664                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   143275                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     265828                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                         21395441                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.083782                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.922695                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        36773010                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      244                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       64465593                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  10757                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined               145584                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined            235541                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  91                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples            21291301                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               3.027790                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.448173                       # Number of insts issued each cycle (Count)
system.cpu.commitStats0.committedInstType::SimdIndexedLoad            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdIndexedStore            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdWholeRegisterLoad            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdWholeRegisterStore            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdUnitStrideFaultOnlyFirstLoad            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdUnitStrideSegmentedLoad            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdUnitStrideSegmentedStore            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdUnitStrideSegmentedFaultOnlyFirstLoad            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdStrideSegmentedLoad            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdStrideSegmentedStore            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdExt            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdFloatExt            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdConfig            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdBf16Add            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdBf16Cmp            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdBf16Cvt            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdBf16DotProd            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdBf16MatMultAcc            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdBf16Mult            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdBf16MultAcc            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::Bf16Cvt            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::System            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::total     36627664                       # Class of committed instruction. (Count)
system.cpu.commitStats0.committedControl::IsControl      2829049                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.committedControl::IsDirectControl      2791288                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.committedControl::IsIndirectControl        37761                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.committedControl::IsCondControl      2769722                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.committedControl::IsUncondControl        59327                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.committedControl::IsCall        19036                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.committedControl::IsReturn        19031                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.functionCalls           19036                       # Number of function calls committed (Count)
system.cpu.commitStats0.numCallsReturns         38067                       # Number of function calls and returns committed (Count)
system.cpu.dcache.demandHits::cpu.data        2893525                       # number of demand (read+write) hits (Count)
system.cpu.dcache.demandHits::total           2893525                       # number of demand (read+write) hits (Count)
system.cpu.dcache.overallHits::cpu.data       2893525                       # number of overall hits (Count)
system.cpu.dcache.overallHits::total          2893525                       # number of overall hits (Count)
system.cpu.dcache.demandMisses::cpu.data      2912379                       # number of demand (read+write) misses (Count)
system.cpu.dcache.demandMisses::total         2912379                       # number of demand (read+write) misses (Count)
system.cpu.dcache.overallMisses::cpu.data      2912379                       # number of overall misses (Count)
system.cpu.dcache.overallMisses::total        2912379                       # number of overall misses (Count)
system.cpu.dcache.demandMissLatency::cpu.data  79501020567                       # number of demand (read+write) miss ticks (Tick)
system.cpu.dcache.demandMissLatency::total  79501020567                       # number of demand (read+write) miss ticks (Tick)
system.cpu.dcache.overallMissLatency::cpu.data  79501020567                       # number of overall miss ticks (Tick)
system.cpu.dcache.overallMissLatency::total  79501020567                       # number of overall miss ticks (Tick)
system.cpu.dcache.demandAccesses::cpu.data      5805904                       # number of demand (read+write) accesses (Count)
system.cpu.dcache.demandAccesses::total       5805904                       # number of demand (read+write) accesses (Count)
system.cpu.dcache.overallAccesses::cpu.data      5805904                       # number of overall (read+write) accesses (Count)
system.cpu.dcache.overallAccesses::total      5805904                       # number of overall (read+write) accesses (Count)
system.cpu.dcache.demandMissRate::cpu.data     0.501624                       # miss rate for demand accesses (Ratio)
system.cpu.dcache.demandMissRate::total      0.501624                       # miss rate for demand accesses (Ratio)
system.cpu.dcache.overallMissRate::cpu.data     0.501624                       # miss rate for overall accesses (Ratio)
system.cpu.dcache.overallMissRate::total     0.501624                       # miss rate for overall accesses (Ratio)
system.cpu.dcache.demandAvgMissLatency::cpu.data 27297.621830                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.dcache.demandAvgMissLatency::total 27297.621830                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.dcache.overallAvgMissLatency::cpu.data 27297.621830                       # average overall miss latency ((Tick/Count))
system.cpu.dcache.overallAvgMissLatency::total 27297.621830                       # average overall miss latency ((Tick/Count))
system.cpu.dcache.blockedCycles::no_mshrs     13719931                       # number of cycles access was blocked (Cycle)
system.cpu.dcache.blockedCycles::no_wbuffers            0                       # number of cycles access was blocked (Cycle)
system.cpu.dcache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu.dcache.blockedCauses::no_mshrs      2825415                       # number of times access was blocked (Count)
system.cpu.dcache.blockedCauses::no_wbuffers            0                       # number of times access was blocked (Count)
system.cpu.dcache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu.dcache.avgBlocked::no_mshrs       4.855899                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.dcache.avgBlocked::no_wbuffers          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.dcache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.dcache.writebacks::writebacks      2853069                       # number of writebacks (Count)
system.cpu.dcache.writebacks::total           2853069                       # number of writebacks (Count)
system.cpu.dcache.demandMshrHits::cpu.data        57920                       # number of demand (read+write) MSHR hits (Count)
system.cpu.dcache.demandMshrHits::total         57920                       # number of demand (read+write) MSHR hits (Count)
system.cpu.dcache.overallMshrHits::cpu.data        57920                       # number of overall MSHR hits (Count)
system.cpu.dcache.overallMshrHits::total        57920                       # number of overall MSHR hits (Count)
system.cpu.dcache.demandMshrMisses::cpu.data      2854459                       # number of demand (read+write) MSHR misses (Count)
system.cpu.dcache.demandMshrMisses::total      2854459                       # number of demand (read+write) MSHR misses (Count)
system.cpu.dcache.overallMshrMisses::cpu.data      2854459                       # number of overall MSHR misses (Count)
system.cpu.dcache.overallMshrMisses::total      2854459                       # number of overall MSHR misses (Count)
system.cpu.dcache.demandMshrMissLatency::cpu.data  72710768567                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.dcache.demandMshrMissLatency::total  72710768567                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.dcache.overallMshrMissLatency::cpu.data  72710768567                       # number of overall MSHR miss ticks (Tick)
system.cpu.dcache.overallMshrMissLatency::total  72710768567                       # number of overall MSHR miss ticks (Tick)
system.cpu.dcache.demandMshrMissRate::cpu.data     0.491648                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.dcache.demandMshrMissRate::total     0.491648                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.dcache.overallMshrMissRate::cpu.data     0.491648                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.dcache.overallMshrMissRate::total     0.491648                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.dcache.demandAvgMshrMissLatency::cpu.data 25472.696776                       # average overall mshr miss latency ((Tick/Count))
system.cpu.dcache.demandAvgMshrMissLatency::total 25472.696776                       # average overall mshr miss latency ((Tick/Count))
system.cpu.dcache.overallAvgMshrMissLatency::cpu.data 25472.696776                       # average overall mshr miss latency ((Tick/Count))
system.cpu.dcache.overallAvgMshrMissLatency::total 25472.696776                       # average overall mshr miss latency ((Tick/Count))
system.cpu.dcache.replacements                2853949                       # number of replacements (Count)
system.cpu.dcache.LockedRMWReadReq.hits::cpu.data           48                       # number of LockedRMWReadReq hits (Count)
system.cpu.dcache.LockedRMWReadReq.hits::total           48                       # number of LockedRMWReadReq hits (Count)
system.cpu.dcache.LockedRMWReadReq.misses::cpu.data            3                       # number of LockedRMWReadReq misses (Count)
system.cpu.dcache.LockedRMWReadReq.misses::total            3                       # number of LockedRMWReadReq misses (Count)
system.cpu.dcache.LockedRMWReadReq.missLatency::cpu.data       335000                       # number of LockedRMWReadReq miss ticks (Tick)
